"id","date","price","bedrooms","bathrooms","living","lot","floors","waterfront","condition","above","basement","year","zipcode","living15","lot15","renovated"
3423049165,"3/31/2015",240000,3,1,1270,12733,1,"no","neutral",1270,0,1955,98188,1660,11536,"no"
3423049209,"3/18/2015",200450,3,1,970,9130,1,"no","neutral",970,0,1957,98188,1000,8886,"no"
3426049284,"8/19/2014",2300000,4,3.25,4110,15929,2,"yes","neutral",2720,1390,2001,98115,2640,15929,"no"
3432500210,"3/26/2015",325000,2,1,1130,6908,1.5,"no","neutral",1130,0,1945,98155,1150,6908,"no"
3438503014,"10/20/2014",230000,2,1,870,7020,1,"no","good",570,300,1942,98106,1730,7020,"no"
3523029041,"10/9/2014",290000,2,0.75,440,8313,1,"yes","good",440,0,1943,98070,880,26289,"no"
3529000880,"3/9/2015",610000,4,2.5,2110,6360,2,"no","neutral",2110,0,1988,98029,2050,7000,"no"
3558900430,"4/14/2015",615000,3,2.25,2300,8067,1,"no","good",1300,1000,1979,98034,2120,9524,"no"
3574770100,"1/16/2015",550000,4,2.75,3650,4534,2,"no","neutral",2940,710,2014,98028,2400,7682,"no"
3621059043,"5/27/2014",293000,4,2.5,3250,235063,1,"no","neutral",3250,0,1973,98092,1600,44287,"no"
3623500260,"5/12/2014",1200000,3,1.75,1560,8078,1.5,"yes","good",1560,0,1928,98040,2890,16710,"no"
3623500408,"3/30/2015",2600000,3,3,3410,16015,2,"yes","good",2220,1190,1973,98040,3760,16572,"no"
3625059043,"9/4/2014",3300000,5,4.75,6200,13873,2,"yes","good",4440,1760,1989,98008,2940,13525,"no"
3625059152,"12/30/2014",3300000,3,3.25,4220,41300,1,"yes","good",2460,1760,1958,98008,3810,30401,"no"
3629970190,"1/26/2015",769000,4,3.5,3010,6202,2,"no","neutral",3010,0,2005,98029,2520,5001,"no"
3630010040,"5/23/2014",402000,3,2,1540,1827,2,"no","neutral",1540,0,2005,98029,1540,1827,"no"
3630080190,"8/1/2014",405000,3,2.5,1500,2314,2,"no","neutral",1500,0,2005,98029,1440,2170,"no"
3649100276,"6/9/2014",368000,3,1.75,1710,10800,1,"no","good",1710,0,1958,98028,1890,10800,"no"
3751600030,"7/17/2014",1e+05,2,1,770,17334,1,"no","neutral",770,0,1978,98001,1480,17334,"no"
3751606514,"6/26/2014",270000,2,1,1780,81021,1,"no","good",1780,0,1954,98001,1780,26723,"no"
3760500116,"11/20/2014",3070000,3,2.5,3930,55867,1,"yes","good",2330,1600,1957,98034,2730,26324,"no"
3761100045,"6/18/2014",3e+06,4,4.25,4850,12445,2,"yes","great",3850,1000,1989,98034,3350,12210,"no"
3761100180,"9/17/2014",1600000,4,2.5,2980,13341,1.5,"yes","great",1800,1180,1928,98034,2340,19810,"no"
3761700053,"1/5/2015",2150000,3,2.75,3470,9610,3,"yes","neutral",3470,0,1989,98034,4130,11875,"yes"
3790700070,"11/21/2014",302500,4,2.5,1990,5511,2,"no","neutral",1990,0,1994,98030,1850,6031,"no"
3797000035,"5/21/2014",430000,3,1,1150,3000,1,"no","great",1150,0,1906,98103,1460,3200,"no"
3818700185,"9/25/2014",4e+05,4,1.5,2150,11026,1,"no","good",2150,0,1952,98028,1760,10283,"no"
3824100020,"2/3/2015",335000,3,1.75,1510,9720,1,"no","neutral",1510,0,1948,98028,1520,10037,"no"
3824100166,"11/22/2014",385000,4,1.75,1970,10358,1,"no","neutral",1540,430,1977,98028,1900,10358,"no"
3824100286,"3/19/2015",565000,3,2.25,2440,8378,1,"no","neutral",1480,960,1962,98028,2510,9602,"no"
3831000010,"8/6/2014",235000,4,1.5,1760,6150,1.5,"no","neutral",1760,0,1951,98031,1760,8276,"no"
3840700757,"6/19/2014",585000,4,2.5,2840,11044,2,"no","neutral",2840,0,2001,98034,1934,9605,"no"
3885802136,"7/23/2014",899000,4,2.5,2580,3943,2,"no","neutral",2580,0,2013,98033,1700,5772,"no"
3892500150,"5/21/2014",1550000,3,2.5,4460,26027,2,"no","neutral",4460,0,1992,98033,3770,26027,"no"
3904930730,"11/5/2014",496600,3,2.5,1910,5562,2,"no","neutral",1910,0,1988,98029,1940,4647,"no"
3905050240,"6/24/2014",425000,3,2.5,1930,4500,2,"no","neutral",1930,0,1990,98029,1770,4500,"no"
3905080280,"3/4/2015",529000,3,2.5,1880,4499,2,"no","neutral",1880,0,1993,98029,2130,5114,"no"
3905100840,"7/23/2014",5e+05,3,2.25,1580,4379,2,"no","good",1580,0,1994,98029,1770,4187,"no"
3920000040,"10/10/2014",280000,5,2,2110,7919,1,"no","neutral",1110,1000,1966,98118,1590,5250,"no"
3946900010,"3/23/2015",500007,2,1.75,1820,6050,1,"no","neutral",910,910,1950,98115,1730,6050,"no"
4027701265,"5/1/2015",480000,3,1.75,2920,21375,1,"no","neutral",1850,1070,1961,98028,1540,8482,"no"
4030100005,"12/9/2014",1800000,5,3.75,4320,39094,2,"yes","neutral",4320,0,1938,98155,1920,7750,"no"
4030100290,"10/1/2014",1680000,5,3.5,5170,7197,3,"yes","neutral",3520,1650,1998,98155,3020,12880,"no"
4031000520,"11/25/2014",227000,1,2,1150,9812,1,"no","good",1150,0,1962,98001,1200,9812,"no"
4035900015,"6/19/2014",659500,4,3,2620,18362,1,"no","good",1870,750,1956,98006,2630,16792,"no"
4037000470,"3/16/2015",550000,3,1.75,1440,8957,1,"no","good",1440,0,1957,98008,1340,8780,"no"
4037000840,"4/6/2015",554000,3,2,1910,9001,1,"no","good",1910,0,1957,98008,2040,8700,"no"
4039000050,"7/14/2014",516130,3,1.75,1510,8250,1,"no","good",1510,0,1962,98008,1770,8250,"no"
4046601010,"10/23/2014",399950,3,1.75,2450,15001,1,"no","neutral",1980,470,1989,98014,1790,15323,"no"
4046601420,"12/30/2014",340000,3,2,1570,14992,1,"no","neutral",1570,0,2001,98014,1640,15000,"no"
4051110240,"8/25/2014",225000,3,2.5,1750,7490,1,"no","good",1180,570,1979,98042,1570,7490,"no"
4053200285,"8/11/2014",725000,3,2.5,3410,41022,2,"no","neutral",3410,0,1990,98042,2150,21429,"no"
4053200933,"6/23/2014",249000,3,1,1000,19204,1,"no","neutral",1000,0,1968,98042,2450,25927,"yes"
4055701200,"4/21/2015",1960000,4,2.75,3120,7898,1,"yes","good",1560,1560,1963,98034,2630,13868,"no"
4058801225,"12/2/2014",350000,4,1.75,1820,6930,1,"no","good",1320,500,1952,98178,1820,6825,"no"
4077800094,"2/2/2015",675000,4,1.75,2220,7230,1,"no","neutral",1280,940,1950,98125,2210,7230,"no"
4077800438,"12/31/2014",518000,4,1.75,1780,8768,1,"no","good",1050,730,1951,98125,1590,8100,"no"
4100000050,"10/30/2014",813000,3,1.75,2080,11866,1,"no","neutral",2080,0,1960,98005,2240,10696,"no"
4109600306,"2/18/2015",475000,2,1,920,5157,1,"no","neutral",920,0,1909,98118,1700,5150,"no"
4114601570,"11/18/2014",3600000,3,3.25,5020,12431,2,"yes","neutral",3420,1600,1941,98144,3680,12620,"yes"
4114601580,"7/24/2014",1900000,6,4,3020,13237,2,"yes","neutral",2840,180,1942,98144,3680,12620,"no"
4123830480,"6/10/2014",392000,4,2.75,1940,6555,2,"no","neutral",1940,0,1990,98038,1840,6912,"no"
4123840470,"2/24/2015",408000,3,2.5,2620,8403,2,"no","neutral",2620,0,1991,98038,2190,7842,"no"
4131900066,"8/25/2014",3100000,3,3,3920,13085,2,"yes","good",3920,0,1996,98040,3450,13287,"no"
4134300175,"4/17/2015",1850000,4,2.5,4120,14866,1,"yes","neutral",2070,2050,1965,98006,3620,19729,"no"
4139440610,"5/12/2014",746000,3,2.5,2620,8950,2,"no","neutral",2620,0,1992,98006,2850,8809,"no"
4166600115,"11/21/2014",1150000,3,2.75,3230,75889,2,"yes","neutral",3230,0,1925,98023,2560,72229,"no"
4174600391,"3/23/2015",393000,5,2,1820,5054,1,"no","good",910,910,1970,98108,1180,5628,"no"
4178500440,"1/28/2015",279900,3,2,1410,6600,1,"no","good",1410,0,1990,98042,1750,7150,"no"
4217401055,"5/2/2014",1400000,4,2.5,2920,4000,1.5,"no","great",1910,1010,1909,98105,2470,4000,"no"
4217402115,"4/21/2015",3650000,6,4.75,5480,19401,1.5,"yes","great",3910,1570,1936,98105,3510,15810,"no"
4224100030,"4/3/2015",372000,4,2.5,2520,9604,2,"no","neutral",2520,0,1990,98031,2540,9793,"no"
4279200060,"12/30/2014",420000,4,2.5,2110,9825,2,"no","neutral",2110,0,2000,98059,1650,9900,"no"
4303200130,"2/10/2015",277000,4,3,1960,5160,1,"no","neutral",1170,790,2001,98106,1960,5160,"no"
4305200070,"5/19/2014",350000,3,2.25,1640,7200,2,"no","good",1640,0,1985,98007,1830,8372,"no"
4307330050,"7/21/2014",439900,5,3.5,3390,7950,2,"no","neutral",3390,0,2003,98056,2580,6900,"no"
4318200090,"6/18/2014",375000,2,1,940,9839,1,"no","neutral",940,0,1910,98136,1330,8740,"no"
4331000400,"2/20/2015",252000,3,1.5,1150,13200,1,"no","neutral",1150,0,1956,98166,1220,13066,"no"
4338800500,"10/14/2014",262500,3,2,1130,7200,1,"no","good",1130,0,1944,98166,1270,7500,"no"
4356200210,"3/18/2015",153500,3,1,890,4810,1,"no","neutral",890,0,1910,98118,1230,6057,"no"
4376700570,"4/27/2015",750000,6,1.75,2750,9563,2,"no","good",2750,0,1973,98052,2040,9563,"no"
4385700285,"9/3/2014",690000,3,1.75,1600,4400,1,"no","neutral",1030,570,1941,98112,2150,4000,"no"
4397650080,"10/15/2014",815000,3,3.75,2780,5002,2,"no","neutral",2780,0,1999,98007,3110,5717,"no"
4399210110,"6/19/2014",232603,3,1.75,1750,11461,2,"no","good",1750,0,1976,98002,2140,11276,"no"
4458300190,"4/24/2015",875000,3,2.5,1690,10592,1,"no","neutral",1690,0,1973,98040,2260,9945,"yes"
4477000290,"3/11/2015",474950,4,1.75,2030,15400,1,"no","neutral",1130,900,1975,98166,2040,12425,"no"
5014000215,"8/18/2014",454000,2,1,880,6731,1,"no","good",880,0,1950,98116,1240,6731,"no"
5019500215,"1/15/2015",495000,2,1.75,1280,4000,1,"no","good",730,550,1929,98116,2250,5382,"no"
5071401000,"8/29/2014",779000,6,2.5,3250,12000,1,"no","neutral",1800,1450,1966,98115,3490,10320,"no"
5104520610,"7/14/2014",335000,4,2.5,1830,4500,2,"no","neutral",1830,0,2004,98038,2080,5100,"no"
5104531120,"3/23/2015",775000,5,2.75,3750,12077,2,"no","neutral",3750,0,2005,98038,3120,7255,"no"
5119400075,"6/20/2014",950000,3,3.25,3050,18892,1,"yes","good",1650,1400,1962,98198,1170,70973,"no"
5145100180,"9/17/2014",325000,3,1,1150,7486,1,"no","neutral",1150,0,1970,98034,1510,7486,"no"
5145100300,"9/18/2014",465000,3,2,1560,8509,1,"no","neutral",790,770,1969,98034,1410,7428,"no"
5152100060,"5/29/2014",472000,6,2.5,4410,14034,1,"no","good",2350,2060,1965,98003,2600,13988,"no"
5154200015,"4/14/2015",1710000,3,3,2490,27702,2,"yes","neutral",2490,0,2000,98116,2580,12119,"no"
5154700060,"10/15/2014",1660000,4,2.75,3520,19200,1,"yes","good",1950,1570,1951,98136,2450,7000,"no"
5215200010,"6/26/2014",663000,3,2.5,2480,37843,1.5,"yes","good",2480,0,1974,98070,2350,42122,"no"
5215200050,"7/29/2014",750000,3,2.5,2960,69351,2,"yes","good",2960,0,1990,98070,2350,41433,"no"
5216200090,"6/16/2014",385000,2,1,830,26329,1,"yes","good",830,0,1928,98070,2030,27338,"no"
5256500025,"8/27/2014",457000,4,1.75,2100,10358,1,"no","great",1280,820,1959,98133,2080,9000,"no"
5272200005,"2/18/2015",175000,2,1,1160,6911,1,"no","neutral",1160,0,1947,98125,1120,6948,"no"
5347200070,"4/27/2015",339000,3,1,1150,2496,1,"no","neutral",1010,140,1947,98126,1340,1203,"no"
5379804537,"8/26/2014",270000,3,2.25,1760,8287,1,"no","neutral",1160,600,1986,98188,1290,9587,"no"
5416500660,"4/30/2015",426500,4,2.5,2960,4640,2,"no","neutral",2960,0,2005,98038,2750,4623,"no"
5418500650,"3/25/2015",586000,4,2.25,1930,8338,1,"no","neutral",1930,0,1968,98125,2280,7616,"no"
5419800220,"6/10/2014",250000,3,1.75,1590,7560,1,"no","neutral",1130,460,1984,98031,1500,7560,"no"
5420300270,"8/13/2014",231500,4,2.25,2080,7526,1,"no","good",1280,800,1985,98030,1200,7500,"no"
5422430320,"7/21/2014",309950,4,2.5,1770,6666,2,"no","neutral",1770,0,1989,98023,1780,6666,"no"
5423030300,"5/19/2014",525000,4,1.75,2420,7672,1,"no","neutral",1480,940,1979,98027,2370,7699,"no"
5437820020,"8/7/2014",195000,3,1.75,1580,7875,1,"no","neutral",1580,0,1979,98022,1560,8314,"no"
5442300807,"6/24/2014",2700000,5,2.75,3831,13800,2,"yes","neutral",3831,0,1959,98040,3850,36563,"no"
5453700060,"2/24/2015",875000,4,1.75,2180,9726,1,"no","good",2180,0,1966,98040,2560,10244,"no"
5454000010,"12/10/2014",740000,3,1.75,2020,9478,1,"no","good",2020,0,1961,98040,3050,15594,"no"
5469300270,"5/6/2014",234000,3,1.75,1490,8366,1,"no","good",1010,480,1975,98042,1490,7469,"no"
5560000640,"6/19/2014",232500,3,1,1320,8450,1,"no","neutral",880,440,1961,98023,1320,8450,"no"
5561300750,"7/25/2014",518000,4,2.25,2640,34870,1,"no","neutral",1770,870,1977,98027,2500,35580,"no"
5561400610,"10/19/2014",542500,5,3.5,2730,42500,1,"no","neutral",1530,1200,1989,98027,3180,37970,"no"
5581400080,"6/18/2014",770000,4,2.5,3210,14910,2,"no","neutral",3210,0,1995,98074,3280,14910,"no"
5608000630,"11/3/2014",1520000,4,4,4500,11795,2,"no","neutral",4500,0,1991,98027,3930,11576,"no"
5612100065,"5/29/2014",4e+05,4,2,1670,12056,1,"no","neutral",1670,0,1955,98028,1860,12056,"no"
5631501073,"6/25/2014",374500,3,2.25,1400,11400,2,"no","neutral",1400,0,1984,98028,2180,9248,"no"
5632500110,"7/16/2014",351000,3,1,1160,10518,1,"no","neutral",1160,0,1960,98028,1670,9380,"no"
5706201140,"11/21/2014",533250,4,1.75,1520,15398,1,"no","good",1370,150,1960,98027,1840,12500,"no"
5728000060,"8/1/2014",605000,3,1.75,1850,8823,1,"no","good",1370,480,1973,98008,1880,7580,"no"
6021501420,"8/25/2014",571000,4,1,1350,4000,1.5,"no","neutral",1350,0,1930,98117,1520,4000,"no"
6021501685,"4/22/2015",352000,2,1,940,5000,1,"no","good",940,0,1937,98117,1560,4500,"no"
6055000430,"3/27/2015",473000,4,3.5,4370,37193,2,"no","neutral",2780,1590,1996,98022,2860,39356,"no"
6082400191,"6/19/2014",287000,3,2,1300,11374,1.5,"no","great",1300,0,1933,98168,1480,9670,"no"
6102400166,"9/5/2014",649000,3,2,1810,17006,2,"yes","neutral",1810,0,1913,98166,2180,24911,"no"
6116500341,"1/12/2015",419000,4,1.5,2150,23568,1,"no","good",2150,0,1950,98166,2150,10125,"no"
6117500460,"6/30/2014",1310000,4,2.5,2680,12215,1,"yes","neutral",1590,1090,1956,98166,2960,19964,"no"
6117502220,"11/17/2014",1580000,3,3,2610,22672,1.5,"yes","good",2610,0,1952,98166,2810,22672,"no"
6117502230,"12/1/2014",1640000,3,3.5,4660,21164,2,"yes","neutral",4660,0,1975,98166,3140,24274,"no"
6143600555,"6/9/2014",229950,4,1.75,1300,21000,1,"no","good",1300,0,1969,98001,2120,9920,"no"
6197200021,"11/6/2014",144000,3,1,980,6800,1,"no","neutral",980,0,1946,98058,1140,9975,"no"
6329000050,"3/10/2015",641500,1,1,1000,9084,1,"yes","neutral",1000,0,1950,98146,1090,6536,"no"
6329000185,"3/29/2015",540000,3,2.5,2600,23361,1.5,"yes","neutral",2150,450,1912,98146,1700,14700,"no"
6329000190,"7/29/2014",750000,4,1.75,2520,21834,1,"yes","neutral",1420,1100,1960,98146,1700,8100,"no"
6329000380,"6/19/2014",319950,2,1,920,8341,1,"no","neutral",920,0,1939,98146,2330,9792,"no"
6352600210,"6/11/2014",809950,4,2.5,3280,6181,2,"no","neutral",3280,0,2001,98074,3110,7570,"no"
6381501965,"6/12/2014",430000,4,1.75,1890,6000,1,"no","good",1110,780,1947,98125,1560,6356,"no"
6383000690,"3/25/2015",587100,3,2.25,1670,6414,1,"no","good",1670,0,1961,98117,2130,7035,"no"
6392001005,"6/20/2014",511500,4,1,1360,6000,1.5,"no","neutral",1360,0,1917,98115,1710,6000,"no"
6412100092,"1/5/2015",362500,3,1,1520,9507,1,"no","neutral",1520,0,1954,98125,1360,7219,"no"
6430000275,"5/6/2014",485000,3,2,1420,4080,1.5,"no","neutral",1420,0,1905,98103,1420,4590,"yes"
6431000015,"5/30/2014",7e+05,4,2.5,2310,3570,1.5,"no","neutral",1490,820,1927,98103,1580,3060,"yes"
6608500220,"12/24/2014",410000,3,1.75,1340,9975,1,"no","good",1340,0,1961,98033,1340,10050,"no"
6613000930,"9/2/2014",2950000,4,3.25,3890,25470,2,"yes","great",3030,860,1923,98105,4140,19281,"no"
6623400356,"7/2/2014",250000,3,1.75,1200,24805,1,"no","neutral",1200,0,1984,98031,2150,4339,"no"
6632300207,"3/5/2015",385000,3,2.5,1520,1488,3,"no","neutral",1520,0,2006,98125,1520,1497,"no"
6664500090,"1/15/2015",750000,5,4,4500,8130,2,"no","neutral",4500,0,2007,98059,2840,8402,"no"
6669020500,"6/27/2014",330000,4,1.75,2440,7350,1,"no","neutral",1610,830,1978,98032,2180,7680,"no"
6728700075,"5/20/2014",575000,4,1.75,1280,6060,1,"no","neutral",860,420,1926,98117,1490,4680,"no"
6744701310,"4/15/2015",1850000,4,2.5,3830,11972,1,"yes","neutral",2370,1460,1981,98155,3080,12297,"no"
6751300130,"8/13/2014",510500,3,1,1270,8000,1,"no","good",1270,0,1957,98007,1470,8000,"no"
6752600050,"8/12/2014",320000,4,2.5,2070,7007,2,"no","neutral",2070,0,1996,98031,2130,8100,"no"
6821102367,"4/29/2015",547000,3,2.5,1570,1452,2.5,"no","neutral",1240,330,2007,98199,1670,1596,"no"
7003200120,"6/27/2014",528000,2,0.75,840,40642,1,"yes","good",840,0,1937,98070,1850,64069,"no"
7010700660,"4/28/2015",807000,3,2.5,1940,4000,2,"no","good",1940,0,2000,98199,1410,4000,"no"
7016300050,"7/23/2014",420000,4,2.5,2030,8100,1,"no","neutral",1150,880,1973,98034,1770,8071,"no"
7110000068,"7/3/2014",975000,6,2.75,2520,54160,2,"yes","neutral",2520,0,1954,98146,2790,26809,"no"
7129303045,"4/17/2015",949950,5,2.5,2340,1989,2,"yes","neutral",2340,0,1959,98118,2200,3230,"no"
7129303070,"8/20/2014",735000,4,2.75,3040,2415,2,"yes","neutral",3040,0,1966,98118,2620,2433,"no"
7135520610,"5/29/2014",950000,4,3.5,4140,13392,2,"no","neutral",4140,0,2000,98059,4140,11529,"no"
7140200450,"12/31/2014",272000,4,2.75,1810,7350,1,"no","good",1200,610,1980,98030,1750,7350,"no"
7147400045,"4/28/2015",355000,3,1.75,1870,8250,2,"no","neutral",1870,0,1956,98188,1350,8714,"no"
7167000020,"6/16/2014",792500,4,2.5,4290,175421,2,"no","neutral",4290,0,2004,98010,3370,63162,"no"
7199330010,"4/17/2015",525000,3,1.75,1720,7200,1,"no","neutral",1140,580,1977,98052,1700,8400,"no"
7203220050,"11/18/2014",988830,5,3.25,4115,7910,2,"no","neutral",4115,0,2014,98053,3950,6765,"no"
7203600040,"7/25/2014",625000,3,1.5,1990,5978,1.5,"yes","good",1990,0,1926,98198,2100,6221,"no"
7204200025,"10/28/2014",1230000,4,2.5,3120,49456,2,"yes","good",2590,530,1974,98198,2030,32181,"no"
7205510370,"11/24/2014",304500,3,2.25,1790,6930,1,"no","neutral",1390,400,1974,98003,1810,7420,"no"
7214700580,"6/8/2014",510000,4,2.25,2450,62290,2,"no","neutral",2450,0,1976,98077,2450,41181,"no"
7214770020,"4/9/2015",549950,5,2.5,2650,54380,2,"no","neutral",2650,0,1984,98077,2560,49044,"no"
7215400770,"6/23/2014",260000,4,2.5,2000,37045,2,"no","neutral",2000,0,1989,98042,2390,36868,"no"
7215720680,"2/3/2015",587000,4,2.75,2210,8430,2,"no","neutral",2210,0,1999,98075,2460,8069,"no"
7215721330,"10/23/2014",485000,3,2.5,1650,4218,2,"no","neutral",1650,0,2000,98075,1650,4559,"no"
7278100515,"8/21/2014",1300000,2,2.5,2910,19449,2,"yes","great",1940,970,1985,98177,2540,23598,"no"
7281300010,"8/22/2014",1200000,3,3.5,4310,10842,2,"no","neutral",3140,1170,1988,98177,2280,11106,"no"
7297700055,"3/5/2015",306000,3,1,1190,10350,1,"no","good",1190,0,1959,98028,1850,10500,"no"
7302000120,"6/10/2014",695000,3,2.5,2550,45254,2,"no","neutral",2550,0,2001,98053,2190,49222,"no"
7334501440,"10/21/2014",287000,3,1.5,1150,11475,1,"no","neutral",1150,0,1971,98045,1640,11475,"no"
7349660050,"11/18/2014",268000,3,1.75,1600,7711,1,"no","neutral",1600,0,1999,98002,2100,7711,"no"
7351200050,"12/18/2014",1340000,4,1.75,2300,13342,1.5,"yes","neutral",2300,0,1934,98125,2500,13342,"no"
7351200295,"1/14/2015",1150000,3,1.75,1760,6788,2,"yes","neutral",1760,0,1940,98125,1630,7588,"no"
7352200025,"10/13/2014",1190000,2,1.75,2080,8112,1,"yes","good",1040,1040,1939,98125,2030,8408,"no"
7352200100,"2/24/2015",1360000,2,1.75,2620,14138,2,"yes","neutral",2120,500,1931,98125,1830,8279,"no"
7352200450,"1/15/2015",2050000,4,3.25,3580,19989,1.5,"yes","good",3480,100,1915,98125,2410,6389,"no"
7403200050,"11/13/2014",1600000,3,2.25,3370,23065,1,"yes","neutral",1920,1450,1980,98028,3410,19688,"no"
7417700664,"4/8/2015",220000,4,2,1400,7140,1,"no","neutral",1400,0,1969,98155,1610,10500,"no"
7434500127,"8/12/2014",527000,3,2.25,2240,6450,1,"no","neutral",1440,800,1979,98125,1390,6450,"no"
7452500190,"10/16/2014",345000,3,1.75,710,5050,1,"no","good",710,0,1950,98126,900,5050,"no"
7518500855,"5/4/2015",658600,4,2,1400,4690,1.5,"no","good",1400,0,1945,98117,1400,4690,"no"
7522500020,"5/27/2014",730001,3,2,1840,4750,1,"no","great",1010,830,1951,98117,1760,5510,"no"
7524900003,"12/10/2014",3280000,2,1.75,6840,10000,2.5,"yes","neutral",4350,2490,2001,98008,3120,12300,"no"
7558700030,"4/13/2015",5300000,6,6,7390,24829,2,"yes","good",5000,2390,1991,98040,4320,24619,"no"
7558800620,"8/22/2014",6e+05,2,1.75,1550,7764,1,"yes","good",1550,0,1965,98070,1690,11620,"no"
7567600030,"1/27/2015",750000,5,1.75,2640,13290,1,"yes","good",1400,1240,1954,98178,2400,11942,"no"
7567600045,"8/27/2014",825000,2,1,1150,12775,1,"yes","good",1150,0,1908,98178,2440,11852,"no"
7574910220,"7/31/2014",795000,4,2.5,2920,32219,2,"no","great",2920,0,1995,98077,3420,37206,"no"
7574910450,"2/3/2015",845000,4,2.5,3360,40471,2,"no","good",3360,0,1994,98077,3150,36823,"no"
7575610760,"5/7/2015",290000,3,2.25,1620,7772,2,"no","good",1620,0,1988,98003,1710,6455,"no"
7575620120,"4/22/2015",260000,3,3,2390,8993,2,"no","neutral",1680,710,1988,98003,1820,10362,"no"
7589200153,"6/9/2014",559000,3,1.5,2070,5386,1,"no","good",1140,930,1948,98117,1770,5386,"no"
7625700305,"6/5/2014",564000,3,1.75,1980,6250,1,"no","great",1090,890,1910,98136,1980,6250,"no"
7631200085,"5/12/2014",947500,3,2.75,2980,27144,1.5,"yes","great",2180,800,1917,98166,1890,12514,"no"
7631200310,"11/6/2014",985000,2,2.5,2720,26761,2,"yes","neutral",2720,0,1990,98166,1870,12396,"no"
7631800015,"4/7/2015",2510000,3,3.25,5480,57990,2,"yes","neutral",5480,0,1991,98166,2500,22954,"no"
7631800110,"9/18/2014",380000,3,2.5,1980,17342,2,"yes","neutral",1580,400,1984,98166,2060,17313,"no"
7636800041,"6/25/2014",995000,3,4.5,4380,47044,2,"yes","neutral",3720,660,1968,98166,2460,18512,"no"
7663700030,"5/3/2015",1180000,2,2.5,1770,7155,2,"yes","neutral",1770,0,1957,98155,2410,10476,"yes"
7682200340,"7/28/2014",182000,3,2.25,1960,8875,1,"no","neutral",1290,670,1965,98003,1890,8700,"no"
7686203195,"3/23/2015",249950,3,1.5,1450,6875,1,"no","good",1450,0,1961,98198,1270,8000,"no"
7702010050,"3/23/2015",590000,3,2.5,2830,5788,2,"no","neutral",2830,0,2001,98028,2500,5802,"no"
7715800430,"11/4/2014",502000,3,2.5,1870,9135,1,"no","neutral",1250,620,1984,98074,1550,9100,"no"
7715801030,"3/31/2015",510000,4,2.5,1620,8125,2,"no","good",1620,0,1983,98074,1480,8120,"no"
7738500731,"8/15/2014",4500000,5,5.5,6640,40014,2,"yes","neutral",6350,290,2004,98155,3030,23408,"no"
7781600025,"10/23/2014",1160000,3,2.5,2490,24691,1,"yes","good",1580,910,1961,98146,2800,24121,"no"
7781600100,"9/5/2014",1340000,3,2.75,2730,38869,1.5,"yes","neutral",1940,790,1963,98146,2630,28188,"yes"
7796450340,"12/5/2014",330000,4,2.5,2980,5674,2,"no","neutral",2980,0,2003,98023,2610,5495,"no"
7812801590,"10/30/2014",219900,3,1,860,6664,1,"no","neutral",860,0,1944,98178,1150,6857,"no"
7852030310,"6/18/2014",440000,4,2.5,2410,4780,2,"no","neutral",2410,0,2000,98065,2410,4025,"no"
7852140040,"8/25/2014",507250,3,2.5,2270,5536,2,"no","neutral",2270,0,2003,98065,2270,5731,"no"
7853240040,"4/14/2015",7e+05,4,2.75,3350,7857,2,"no","neutral",3350,0,2004,98065,3870,7886,"no"
7853300280,"2/13/2015",536000,4,2.5,2880,8833,2,"no","neutral",2880,0,2006,98065,2570,5234,"no"
7853301930,"10/9/2014",405000,3,2.5,1960,6997,2,"no","neutral",1960,0,2006,98065,2320,5178,"no"
7853310150,"7/22/2014",625000,5,1,3240,5324,2,"no","neutral",3240,0,2007,98065,3240,6036,"no"
7856400240,"2/11/2015",1650000,4,3,3900,9750,1,"no","great",2520,1380,1972,98006,3410,9450,"no"
7883605900,"10/15/2014",315450,3,1.75,1130,7500,1.5,"no","good",1130,0,1908,98108,1240,6000,"no"
7889000125,"3/19/2015",235000,3,1,1864,6978,1,"no","good",1864,0,1958,98002,990,8000,"no"
7889600190,"1/13/2015",229000,3,1,1590,6240,1,"no","neutral",1060,530,1956,98146,1410,6240,"no"
7905200315,"4/16/2015",711777,4,1.75,2220,6731,1,"no","good",1110,1110,1953,98116,1600,6350,"no"
7936500109,"7/25/2014",2230000,3,3,3620,28064,2,"yes","great",2370,1250,1977,98136,2550,34713,"no"
7936500172,"5/28/2014",1180000,3,2.5,1970,23180,1,"yes","neutral",1100,870,1937,98136,3030,34689,"yes"
7936500190,"10/21/2014",1340000,4,3.75,2130,34689,1.5,"yes","neutral",2130,0,1955,98136,3030,28598,"no"
7940700190,"8/13/2014",380000,2,2,1370,5756,1,"no","neutral",1370,0,1986,98034,1380,5444,"no"
7940710070,"8/22/2014",394000,3,2.5,1370,4400,1,"no","neutral",1370,0,1988,98034,1630,4400,"no"
7942601475,"5/20/2014",345600,5,3.5,2800,5120,2.5,"no","neutral",2800,0,1903,98122,1780,5120,"yes"
7977200945,"3/10/2015",425000,3,1,1000,5100,1,"no","neutral",860,140,1946,98115,1000,5100,"no"
7979900225,"3/23/2015",360000,3,1.75,1900,11407,1,"no","neutral",1900,0,1963,98155,1710,11407,"no"
8029500100,"2/26/2015",317000,3,2.5,2100,7587,2,"no","neutral",2100,0,1990,98023,2330,8119,"no"
